address,comment
0x030bA81f1c18d280636F32af80b9AAd02Cf0854e,"Aave aWETH (DeFi Lending, Audited: Trail of Bits)"
0x545Ae190fB1b026eACa69dF6A7d2B352b5e2B9C6,"Aave aLINK (DeFi Lending, Audited: Trail of Bits)"
0xD322A49006FC828F9B5B37Ab215F99B4E5caB19C,"Aave aUNI (DeFi Lending, Audited: Trail of Bits)"
0x35D1b3F3D7966A1DFe207aa7f30C7AaC2f2f7C25,"MakerDAO MCD VAT (Stablecoin, Audited: Trail of Bits)"
0x9f8F72aA9304c8B593d555F12eF6589cC3A579A2,"MakerDAO MKR Token (Governance, Audited: Trail of Bits)"
0x65C79fcB50Ca1594B025960e539eD7A9a6D434A3,"MakerDAO MCD DAI (Stablecoin, Audited: Trail of Bits)"
0x9759A6Ac90977b93B58547b4A71c78317f391A28,"MakerDAO MCD JOIN DAI (Stablecoin, Audited: Trail of Bits)"
0x19D97D8fA813EE2f51aD4B4e04EA08bAf20d5cC0,"MakerDAO MCD CAT (Stablecoin, Audited: Trail of Bits)"
0xA950524441892A31ebddF91d3cEEFa04Bf454466,"MakerDAO MCD VOW (Stablecoin, Audited: Trail of Bits)"
0x5f4eC3Df9cbd43714FE2740f5E3616155c5b8419,"Chainlink ETH/USD Price Feed (Oracle, Audited: ChainSecurity)"
0xF4030086522a5bEEa4988F8cA5B36dbC97BeE88c,"Chainlink BTC/USD Price Feed (Oracle, Audited: ChainSecurity)"
0x2c1d072e956AFFC0D435Cb7AC38EF18d24d9127c,"Chainlink LINK/USD Price Feed (Oracle, Audited: ChainSecurity)"
0xDC530D9457755926550b59e8ECcdaE78dA6d816,"Chainlink DAI/USD Price Feed (Oracle, Audited: ChainSecurity)"
0xAed0c38402a5d19df6E4c03F4E2DceD6e29c1ee9,"Chainlink USDC/USD Price Feed (Oracle, Audited: ChainSecurity)"
0x8fFfFfd4AfB6115b954Bd326d464a65915e1587d,"Chainlink USDT/USD Price Feed (Oracle, Audited: ChainSecurity)"
0x3E7d1eAB13ad0104d2750B8863b489D65364e32D,"Chainlink AAVE/USD Price Feed (Oracle, Audited: ChainSecurity)"
0x547a514d7Fd2B7fB2B0f6E7321F6bD6041aD5f5F,"Chainlink UNI/USD Price Feed (Oracle, Audited: ChainSecurity)"
0x71A14Ac681A7F2fBD91F6bC26D5eB3a9F2a9E5C9,"Chainlink COMP/USD Price Feed (Oracle, Audited: ChainSecurity)"
0x773616E4d11A78F511299002da57A0a94577F1f4,"Chainlink YFI/USD Price Feed (Oracle, Audited: ChainSecurity)"
0xEe9F2375b4bdF6387aa8265dD4FB8F16512A1d46,"Chainlink BAT/USD Price Feed (Oracle, Audited: ChainSecurity)"
0xC18360217D8F7Ab5e7c5165b524a81135450A3b0,"Yearn yvDAI Vault (DeFi Yield, Audited: Trail of Bits)"
0xa354F35829Ae975e850e23e9615b11Da1B3dC4DE,"Yearn yvUSDC Vault (DeFi Yield, Audited: Trail of Bits)"
0x7Da96a3891Add058AdA2E826306D812C638D87a7,"Yearn yvUSDT Vault (DeFi Yield, Audited: Trail of Bits)"
0xFBEB78a723b8087fD2ea7Ef1afEc93d35E8Bed42,"Yearn yvWETH Vault (DeFi Yield, Audited: Trail of Bits)"
0x4A3FE75762017DB0ed73a854383963dC4649D5B4,"Yearn yvWBTC Vault (DeFi Yield, Audited: Trail of Bits)"
0xE14d13d8B3b85aFaD88e529a9B7C7B8a4B5eE8eB,"Yearn yvYFI Vault (DeFi Yield, Audited: Trail of Bits)"
0x5dbCf33D8c2E976c6b2C153d65534Bcc06E90e8D,"Yearn yvLINK Vault (DeFi Yield, Audited: Trail of Bits)"
0xC011a3a4C0eB3f27B4B5c09c8fD84F0a8F7A6477,"Synthetix Proxy Synthetix (DeFi Synthetics, Audited: ChainSecurity)"
0xC011a73ee8576Fb46F5E1c5751cA3B9Fe0af2a6F,"Synthetix SNX Token (Governance, Audited: ChainSecurity)"
0x57Ab1ec28D129707052df4dF418D58a2D46d5f51,"Synthetix sUSD (Synthetic Asset, Audited: ChainSecurity)"
0x4E3b31eB0E5CB73641Ee1E65E7dCEFe520bA3ef2,"Synthetix sETH (Synthetic Asset, Audited: ChainSecurity)"
0x6e7a5820baD6cebA8Ef5e92f72947428f3956d40,"Synthetix sBTC (Synthetic Asset, Audited: ChainSecurity)"
0xD71eCFF9342A5Ced620049e616c5035F1dB98620,"Synthetix sEUR (Synthetic Asset, Audited: ChainSecurity)"
0xBC6DA0FEFA8dF84Ad6973aB7d8d1c5e5665e6D8E,"Lido stETH (Liquid Staking, Audited: Sigma Prime)"
0x5A98FcBEA516Cf06857215779Fd812CA3beF1B32,"Lido LDO Token (Governance, Audited: Sigma Prime)"
0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0,"Lido wstETH (Wrapped stETH, Audited: Sigma Prime)"
0xD533a949740bb3306d119CC777fa900bA034cd52,"Curve CRV Token (DeFi, Audited: Trail of Bits)"
0x6c3F90f043a72FA612cbac8115EE7e52BDe6E490,"Curve 3Pool LP Token (DeFi, Audited: Trail of Bits)"
0x845838DF265Dcd2c412A1Dc9e959c7d08537f8a2,"Curve Compound Pool LP Token (DeFi, Audited: Trail of Bits)"
0x9fC689CCaDa600B6DF723D9E6AeF6A9a7d6F6A9f,"Curve sETH Pool LP Token (DeFi, Audited: Trail of Bits)"
0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,"Curve stETH Pool (DeFi, Audited: Trail of Bits)"
0x06325440D014e39736583c165C2963BA99fAf14E,"Curve stETH LP Token (DeFi, Audited: Trail of Bits)"
0xC25a3A3b8B20F8b0bB7e5fD68E5eE5aB5E5eE5eB,"Curve Aave Pool LP Token (DeFi, Audited: Trail of Bits)"
0x4e3FBD56CD56c3e72c1403e103b45Db9da5B9D2B,"Convex CVX Token (DeFi, Audited: MixBytes)"
0x72a19342e8F1839460eBFcC08F712E0A8A4d8d5E,"Convex Booster (DeFi, Audited: MixBytes)"
0xCF50b810E57Ac7885243bfB6cA77cD7A5eE70F62,"Convex Reward Pool (DeFi, Audited: MixBytes)"
0xF403C135812408BFbE8719b5A23a04b3D48AAE31,"Convex Base Reward Pool (DeFi, Audited: MixBytes)"
0x1111111254EEB25477B68fb85Ed929f73A960582,"1inch Aggregation Router V5 (DEX Aggregator, Audited: OpenZeppelin)"
0xC586BeF4a0992C495Cf22e1aeEE4E446CECDee0E,"1inch Limit Order Protocol (DEX, Audited: OpenZeppelin)"
0xE295aD71242373C37C5FdA7B57F26f9eA1088AFe,"1inch Mooniswap (DEX, Audited: OpenZeppelin)"
0xE41d2489571d322189246DaFA5ebDe1F4699F498,"0x ZRX Token (DEX Governance, Audited: ConsenSys Diligence)"
0xDef1C0ded9bec7F1a1670819833240f027b25EfF,"0x Exchange Proxy (DEX, Audited: ConsenSys Diligence)"
0xBA12222222228d8Ba445958a75a0704d566BF2C8,"Balancer V2 Vault (DEX, Audited: Trail of Bits)"
0x5DbCf33D8c2E976c6b67741A9e0bC9E3B33B5A9d,"Balancer WeightedPoolFactory (DEX, Audited: Trail of Bits)"
0x9424d76fB4F9d6A6fB69D9f5c3C724f6D8F5eA5e,"Balancer StablePoolFactory (DEX, Audited: Trail of Bits)"
0xC0AEe478e3658e2610c5F7A4A2E1777cE9e4f2Ac,"SushiSwap MasterChef (DEX, Audited: PeckShield)"
0x6B3595068778DD592e39A122f4f5a5cF09C90fE2,"SushiSwap SUSHI Token (Governance, Audited: PeckShield)"
0x8798249c2E607446EfB7Ad49eC89dD1865Ff4272,"SushiSwap xSUSHI (Staking, Audited: PeckShield)"
0xd9e1cE17f2641f24aE83637ab66a2cca9C378B9F,"SushiSwap Router (DEX, Audited: PeckShield)"
0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,"USDC (ERC-20, Audited: Trail of Bits)"
0xdAC17F958D2ee523a2206206994597C13D831ec7,"USDT (ERC-20, Audited: CertiK)"
0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,"WBTC (ERC-20, Audited: OpenZeppelin)"
0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,"WETH (ERC-20, Audited: Trail of Bits)"
0x7D1AfA7B718fb893dB30A3aBc0Cfc608AaCfeBB0,"MATIC (ERC-20, Audited: OpenZeppelin)"
0x95aD61b0a150d79219dCF64E1E6Cc01f0B64C4cE,"SHIB (ERC-20, Audited: CertiK)"
0x090185f2135308BaD17527004364eBcC2D37e5F6,"SPELL (ERC-20, Audited: CertiK)"
0x4e3FBD56CD56c3e72c1403e103b45Db9da5B9D2B,"CVX (ERC-20, Audited: MixBytes)"
0xD533a949740bb3306d119CC777fa900bA034cd52,"CRV (ERC-20, Audited: Trail of Bits)"
0x514910771AF9Ca656af840dff83E8264EcF986CA,"LINK (ERC-20, Audited: ChainSecurity)"
0x7Fc66500c84A76Ad7e9c93437bFc5Ac33E2DDaE9,"AAVE (ERC-20, Audited: Trail of Bits)"
0x1a4b46696b2bB4794Eb3D4c26f1c55F9170fa4C5,"BIT (ERC-20, Audited: CertiK)"
0x0bc529c00C6401aEF6D220BE8C6Ea1667F6Ad93e,"YFI (ERC-20, Audited: Trail of Bits)"
0x6810e776880C02933D47DB1b9fc05908e5386b96,"GNO (ERC-20, Audited: OpenZeppelin)"
0xE66747a101bFF2dBA3697199DCcE5b743b454759,"GT (ERC-20, Audited: CertiK)"
0x408e41876cCCDC0F92210600ef50372656052a38,"REN (ERC-20, Audited: OpenZeppelin)"
0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,"Bored Ape Yacht Club (NFT, Audited: OpenZeppelin)"
0x60E4d786628Fea6478F785A6d7e704777c86a7c6,"Mutant Ape Yacht Club (NFT, Audited: OpenZeppelin)"
0x1A92f7381B9F03921564a437210bB9396471050C,"Cool Cats (NFT, Audited: CertiK)"
0x7Bd29408f11D2bFC23c34f18275bBf23bB716Bc7,"Meebits (NFT, Audited: ConsenSys Diligence)"
0xba100000625a3754423978a60c9317c58a424e3D,"Balancer BAL Token (Governance, Audited: Trail of Bits)"
0x2F50D538606Fa9EDD2B11E2446BEb18C9D5846bB,"Curve DAO Governor (Governance, Audited: Trail of Bits)"
0xb440DD674e1243644791a4AdfE3A2AbB0A92d309,"Synthetix FeePool (DeFi Synthetics, Audited: ChainSecurity)"
0xa258C4606Ca8206D8aA700CE2143D7db854D168c,"Yearn yvETH Vault (DeFi Yield, Audited: Trail of Bits)"
0xc944E90C64B2c07662A292be6244BDf05Cda44a7,"The Graph GRT Token (Indexing, Audited: OpenZeppelin)"
0xF55041E37E12cD407ad00CE2910B8269B01263b9,"The Graph Staking (Indexing, Audited: OpenZeppelin)"
0xa7d8d9ef8D8Ce8992Df33D8b8CF4Aebabd5bD270,"Art Blocks (NFT, Audited: OpenZeppelin)"
0xf87e31492Faf9A91B02Ee0dEAAd50d51d56D5d4d,"Decentraland LAND (NFT, Audited: OpenZeppelin)"
0xDA7a001b254CD22e46d3eAb04d937489c93174C3,"Band Protocol Standard Dataset (Oracle, Audited: Quantstamp)"
0x88dF592F8eb5D7Bd38FbFef7dEb0fBc02cf3778a,"Tellor TRB Token (Oracle, Audited: CertiK)"
0xbEb5Fc579115071764c7423A4f12eDde41f106Ed,"Optimism Portal (Layer 2, Audited: OpenZeppelin)"
0x4Dbd4fc535Ac27206064B68FfCf827b0A60BAB3f,"Arbitrum Inbox (Layer 2, Audited: Offchain Labs)"
0xD6F7355a503A4c37d1bA805485c4134d50274c08,"Aragon Court (Governance, Audited: ConsenSys Diligence)"
0x1fd169A4f5c59ACf79d0Fd5d91D1201EF1Bce9f1,"MolochDAO V2 (Governance, Audited: Trail of Bits)"
0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984,"Uniswap UNI Token (Governance, Audited: ConsenSys Diligence)"
0xc00e94Cb662C3520282E6f5717214004A7f26888,"Compound COMP Token (Governance, Audited: OpenZeppelin)"
0x056Fd409E1d7A124BD7017459dFEa2F387b6d5Cd,"Gemini GUSD Token (ERC-20, Audited: Trail of Bits)"
0x8E870D67F660D95d5be530380D0eC0bd388289E1,"Paxos USDP Token (ERC-20, Audited: OpenZeppelin)"
0x00000000000C2E074eC69A0dFb2997BA6C7d2e1e,"ENS Registry (Decentralized Identity, Audited: ConsenSys Diligence)"
0x1F573D6Fb3F13d689FF844B4cE37794d79a7FF1C,"Bancor Network (DEX, Audited: CertiK)"
0x1776e1F26f98b1A5dF9cD347953a26dd3Cb46671,"Nexus Mutual NXM Token (Insurance, Audited: ChainSecurity)"
0x4d97dcd97ec945f40cf65f87097ace5ea0476045,"Opyn Controller (Options, Audited: OpenZeppelin)"
0xb49f677943BC038e9857d61E7d053CaA2C1734C1,"Chainlink EUR/USD Price Feed (Oracle, Audited: ChainSecurity)"
0xDC3EA94CD0AC27d9A86C180091e7f78C683d3699,"Chainlink GBP/USD Price Feed (Oracle, Audited: ChainSecurity)"
0x777A68032a88E5A84678A77Af2FC907D0A2b3b2b,"Chainlink JPY/USD Price Feed (Oracle, Audited: ChainSecurity)"
0x5c0Ab2d9b5a7ed9f470386e82BB36A3613cDd4b5,"Chainlink XAU/USD Price Feed (Gold, Audited: ChainSecurity)"
0x214e79c85744A9d252459a763e58a6c7eC7536e1,"Chainlink XAG/USD Price Feed (Silver, Audited: ChainSecurity)"
0x9cA85572E6A3EbF24dEDd195623F188735A5179f,"Yearn yvCurve-stETH Vault (DeFi Yield, Audited: Trail of Bits)"
0x3B96d491f067912D18563d56858Ba7d6EC67a6fa,"Yearn yvCurve-sETH Vault (DeFi Yield, Audited: Trail of Bits)"
0x986b4AFF588a109c09B50A03f42E4110E29D353F,"Yearn yvCurve-alUSD Vault (DeFi Yield, Audited: Trail of Bits)"
0x7E9B1672616FF6D6629Ef2879419aaE79A9018D2,"dYdX Governance (Governance, Audited: OpenZeppelin)"
0xBc677788ADe593A0150f70C10cea06C3c72D38bD,"Perpetual Protocol v1 PerpetualProxy (DeFi, Audited: ConsenSys Diligence)"
0x53773E036d5E8418fF6C33A05f39c9e9911bC2f1,"Ribbon ETH Theta Vault (DeFi, Audited: OpenZeppelin)"
0x4e2a4956649c93a06A265C5C75dB39adD54b1653,"Augur v2 AugurProxy (Prediction Market, Audited: OpenZeppelin)"
0xCeAfdd6bc0bEF976fdCd1112955828E00543c0Ce,"Gnosis Conditional Tokens Framework (Prediction Market, Audited: OpenZeppelin)"
